snippet,lead_paragraph,word_count,pub_date,headline.main,subsection_name,year
"The Indonesian servant in the case, Erwiana Sulistyaningsih, said she hoped the conviction of her former employer on 18 counts would improve treatment of domestic workers.","HONG KONG — She claimed that her employer kicked her and beat her with a vacuum cleaner pipe. She said that she was given only one bottle of water a day to minimize toilet breaks, was forced to sleep on the floor and became emaciated for lack of food.",683,2015-02-10,Migrant Worker Wins Hong Kong Abuse Case ,Asia Pacific,2015
"In Hungary, Macedonia, Serbia and elsewhere, special efforts have been imposed to move migrants quickly to border areas.","BUDAPEST — For three years, Hussam Haffi had been living in a Lebanese camp for those displaced by the war in Syria, eager to move his wife and four children to Europe, but wary of the journey’s many dangers. Finally, with Hungary threatening to crack down on migrants beginning Tuesday, Mr. Haffi decided it was time to act.",1267,2015-09-15,"With Some Paths Shut, Migrants Seek Others",Europe,2015
"The main route to Europe is experiencing one of its longest lulls since the start of the migration crisis in 2014, though experts said it was unlikely to last.",LONDON — The main route to Europe is experiencing one of its longest lulls since the migration crisis began in 2014.,828,2017-08-18,"Flow of Migrants to Italy Slows, but Nobody Knows Why",Europe,2017
"Denied entry by Italy and Malta, a rescue operation in the Mediterranean slowly makes its way to Spain.","Nearly a week after they were first rescued from six crowded rubber dinghies adrift in the Mediterranean Sea, hundreds of migrants have found their journey is still not over.  ",843,2018-06-15,Aboard the Rescue Ship Where Migrants Have Been Stuck for a Week,Europe,2018
Thousands of Nigerians are being returned from Libya after failing to make it to Europe. What will they do now?,"BENIN CITY, Nigeria — It had been 10 hours since he left Libyan shores, and Desmond Isaac was so close to Italy he felt like he could almost see it. Then, a Libyan Coast Guard vessel appeared and Mr. Isaac, a 32-year-old Nigerian who had sold all of his possessions to make it to Europe, was plucked from his rubber dinghy and taken back to the continent he thought he had escaped.",1281,2018-01-08,Nigerian Migrants Get a Welcome Home. Jobs Are Another Story.,Africa,2018
"Seven people were missing after an inflatable dinghy carrying dozens of migrants from Turkey hit rocks near the island of Lesbos, Greek authorities said.","ATHENS — A woman and two young children drowned, and seven people were missing, after an inflatable dinghy carrying dozens of migrants from Turkey hit rocks near the Greek island of Lesbos, the Greek authorities said on Sunday as fears rose of more deaths amid worsening weather conditions.",478,2015-10-25,Two Children Among Migrants Drowned Near Greek Island,Europe,2015
"The authorities arrested Abdul Rahman Haroun, who evaded 400 security cameras and walked about 30 miles underground, dodging trains traveling at up to 100 miles per hour.","LONDON — For one African migrant, there was nothing left to lose.",1157,2015-08-07,"In a First, a Sudanese Migrant Nearly Crosses the English Channel on Foot",Europe,2015
A brawl at a detention center and a backlash against migrants reflect growing tension in a country where thousands are trapped while new E.U. rules try to stem migration.,"CHIOS, Greece — Hani Alkhalaf had just fallen asleep at an overcrowded detention camp for migrants on this Greek island when angry shouts jolted him awake. As he rose from the dingy floor, a barrage of stones rained down on the flimsy plastic container where he and 14 other asylum seekers, mostly Syrians like him, were sheltered.",1262,2016-04-08,"Fates Diverging, Afghan and Syrian Migrants Clash in Greece",Europe,2016
Detentions have surged as the Trump administration’s aggressive policy toward migrants has collided with an exodus of children fleeing Central America.,"TENOSIQUE, Mexico — The United States has detained more children trying to cross the nation’s southwest border on their own over the last year than during any other period on record, surpassing the surge of unaccompanied minors that set off a crisis during the Obama administration, according to new figures released Tuesday.",1598,2019-10-29,Detentions of Child Migrants at the U.S. Border Surges to Record Levels,Americas,2019
"The protesters, who called themselves “Black Vests,” occupied the memorial complex for hours as they demanded legal status.","PARIS — Hundreds of undocumented migrants stormed the Panthéon monument on Friday, demanding that the French government pay more attention to their plight and grant them legal status.",799,2019-07-12,Hundreds of Undocumented Migrants Occupy Panthéon Monument in Paris,Europe,2019
"Rescuers saved 400 people, though 25 died when the boat overturned, and another hundred were feared to have drowned, Italian officials said.","ROME — An overcrowded fishing boat carrying migrants to Europe capsized on Wednesday, apparently after being approached by a rescue vessel a few miles off the coast of Libya. Rescuers saved 400 people, though 25 died when the boat overturned, and another hundred were feared to have drowned, Italian officials said.",296,2015-08-05,Hundreds of Migrants Rescued After Boat Capsizes Off Libya,Europe,2015
"After 40 Central Americans vanished, the United Nations high commissioner for human rights wants to know whether the military and police were complicit.",MEXICO CITY  The United Nations top human rights official pressed Mexico on Friday to investigate the disappearance of 40 Central American migrants last month and determine whether the military and the police were complicit.,393,2011-01-22,U.N. Urges Inquiry of Migrants’ Disappearance in Mexico,Americas,2011
"Officials across Europe were calling for even stronger border controls, stricter screening of migrants and some way to reduce the flow.","WARSAW — With hundreds of thousands of migrants pouring across its borders, and economic and political pressure growing to enact tighter controls, Europe has nevertheless stayed fairly steady in its response to the humanitarian emergency.",1324,2015-11-15,Paris Attacks Shift Europe’s Migrant Focus to Security,Europe,2015
"During a protest near the border between Greece and Macedonia on Tuesday, a man lit himself on fire amid deteriorating conditions at the camp.","During a protest near the border between Greece and Macedonia on Tuesday, a man lit himself on fire amid deteriorating conditions at the camp.",0,2016-03-24,Man Sets Himself on Fire at Migrant Camp,Europe,2016
Apprehension is growing over the arrival of thousands of Muslims raised in countries where anti-Semitism and anti-Israeli sentiment are virulent.,"BERLIN — These days, all talk here is of the ramifications of taking in more than one million asylum seekers who arrived over the past year.",689,2016-01-26,Migrant Influx in Germany Raises Fears of Anti-Semitism,Europe,2016
"The fate of the young migrants has become a major sticking point in the French government’s plans to demolish the camp, which could happen within days.","CALAIS, France — They left their countries, mostly Afghanistan, Ethiopia or Eritrea. They traveled with smugglers, walked across countries and continents, crossed mountains and rough seas, and endured airless trunks, thieves and muggers.",1117,2016-10-21,‘I Am Alone’: Migrant Children in Calais ‘Jungle’ Face an Uncertain Fate,Europe,2016
